1026.3,   0.0
1071.3,   0.0
1188.7,   0.0
1318.8,   0.0
1378.1,   0.0
1318.9,   0.0
1188.7,   0.0
1071.3,   0.0
875.4,   0.0
952.6,   0.0
1172.0,   0.0
1448.4,   0.0
1619.9,   0.0
1448.4,   0.0
1172.1,   0.0
952.7,   0.0
743.1,   0.0
840.5,   0.0
1144.4,   0.0
1605.5,   0.0
2716.9,   0.0
1605.6,   0.0
1144.5,   0.0
840.5,   0.0
625.9,   0.0
737.1,   0.0
1107.6,   0.0
2386.3,   0.0
2174.5,   0.0
2388.6,   0.0
1107.7,   0.0
737.1,   0.0
519.8,   0.0
640.8,   0.0
1061.3,   0.0
2589.4,   0.0
2065.1,   0.0
2587.7,   0.0
1061.4,   0.0
640.8,   0.0
429.6,   0.0
549.3,   0.0
1007.2,   0.0
2280.6,   0.0
2021.9,   0.0
2280.1,   0.0
1007.4,   0.0
549.4,   0.0
352.5,   0.0
467.6,   0.0
947.3,   0.0
2182.3,   0.0
1952.0,   0.0
2181.9,   0.0
947.5,   0.0
467.7,   0.0
